Date,Open,High,Low,Close,Adj Close,Volume
2019-04-16,18.855801,18.995399,18.844000,18.859301,18.859301,0
2019-04-17,18.865299,18.878040,18.785400,18.865801,18.865801,0
2019-04-18,18.813250,18.904480,18.742100,18.802000,18.802000,0
2019-04-19,18.798941,18.806900,18.761999,18.787100,18.787100,0
2019-04-22,18.778749,18.855631,18.741600,18.767700,18.767700,0
2019-04-23,18.815800,18.975451,18.812700,18.826099,18.826099,0
2019-04-24,18.913099,19.042200,18.901501,18.903400,18.903400,0
2019-04-25,19.079050,19.184999,19.049700,19.068300,19.068300,0
2019-04-26,19.022169,19.078190,18.885700,19.022680,19.022680,0
2019-04-29,18.929100,19.031700,18.886299,18.928600,18.928600,0
2019-04-30,18.996901,19.077600,18.961500,18.998400,18.998400,0
2019-05-01,18.936800,18.942310,18.818199,18.938150,18.938150,0
2019-05-02,18.995480,19.136290,18.930799,18.982700,18.982700,0
2019-05-03,19.127300,19.156521,18.948601,19.113199,19.113199,0
2019-05-06,19.068899,19.101450,18.954300,19.057899,19.057899,0
2019-05-07,18.988199,19.083799,18.937799,18.992599,18.992599,0
2019-05-08,19.038099,19.125059,18.998600,19.039940,19.039940,0
2019-05-09,19.070700,19.309500,19.067400,19.070700,19.070700,0
2019-05-10,19.222731,19.281000,19.110701,19.225519,19.225519,0
2019-05-13,19.136400,19.241051,19.108299,19.122900,19.122900,0
2019-05-14,19.208401,19.218031,19.098600,19.206699,19.206699,0
2019-05-15,19.154221,19.250441,19.041599,19.143400,19.143400,0
2019-05-16,19.060881,19.127850,18.970900,19.060801,19.060801,0
2019-05-17,19.110550,19.218130,19.086201,19.099199,19.099199,0
2019-05-20,19.131399,19.157249,19.067600,19.130600,19.130600,0
2019-05-21,19.054279,19.117149,18.998600,19.046301,19.046301,0
2019-05-22,null,null,null,null,null,null
2019-05-23,18.990749,19.072769,18.976940,18.982800,18.982800,0
2019-05-24,19.031601,19.089199,18.988701,19.030800,19.030800,0
2019-05-27,19.035999,19.067659,19.003401,19.043110,19.043110,0
2019-05-28,19.052629,19.184151,19.022499,19.052999,19.052999,0
2019-05-29,19.181620,19.284950,19.165400,19.183210,19.183210,0
2019-05-30,19.137621,19.156750,19.041500,19.135481,19.135481,0
2019-05-31,19.515129,19.817711,19.432199,19.525040,19.525040,0
2019-06-03,19.622499,19.778641,19.597000,19.614799,19.614799,0
2019-06-04,19.788900,19.834200,19.515301,19.803310,19.803310,0
2019-06-05,19.566860,19.666599,19.499411,19.566851,19.566851,0
2019-06-06,19.738091,19.787800,19.671700,19.749241,19.749241,0
2019-06-07,19.657000,19.784100,19.590500,19.674280,19.674280,0
2019-06-10,19.248880,19.297001,19.124100,19.279100,19.279100,0
2019-06-11,19.204651,19.234961,19.096001,19.204439,19.204439,0
2019-06-12,19.120291,19.178900,19.087400,19.106100,19.106100,0
2019-06-13,19.157700,19.209520,19.136841,19.159800,19.159800,0
2019-06-14,19.180201,19.226320,19.104300,19.181101,19.181101,0
2019-06-17,19.132000,19.208050,19.115999,19.131399,19.131399,0
2019-06-18,19.166500,19.177200,19.042000,19.166201,19.166201,0
2019-06-19,19.123480,19.190331,19.101500,19.122841,19.122841,0
2019-06-20,19.018299,19.018299,18.886499,19.007401,19.007401,0
2019-06-21,18.987200,19.093580,18.958000,18.988899,18.988899,0
2019-06-24,19.085800,19.211950,19.064400,19.099070,19.099070,0
2019-06-25,19.191799,19.242399,19.148899,19.194901,19.194901,0
2019-06-26,19.218000,19.244900,19.115000,19.218000,19.218000,0
2019-06-27,19.124599,19.183201,19.083500,19.136700,19.136700,0
2019-06-28,19.156500,19.229349,19.135700,19.172850,19.172850,0
2019-07-01,19.136700,19.205250,19.028999,19.136999,19.136999,0
2019-07-02,19.087799,19.116899,19.036600,19.099899,19.099899,0
2019-07-03,19.043400,19.084169,18.995199,19.044001,19.044001,0
2019-07-04,19.016800,19.019630,18.955299,19.003799,19.003799,0
2019-07-05,19.003500,19.073999,18.951700,19.003839,19.003839,0
2019-07-08,18.995800,19.017750,18.849800,18.994900,18.994900,0
2019-07-09,18.922600,18.976000,18.870199,18.933290,18.933290,0
2019-07-10,19.143499,19.308411,19.000999,19.160460,19.160460,0
2019-07-11,19.129101,19.167540,19.000999,19.128500,19.128500,0
2019-07-12,19.052099,19.120510,18.996799,19.067289,19.067289,0
2019-07-15,18.989100,18.994900,18.910200,18.987591,18.987591,0
2019-07-16,18.977751,19.089760,18.942301,18.966000,18.966000,0
2019-07-17,19.101530,19.121000,18.991800,19.089600,19.089600,0
2019-07-18,19.058100,19.116249,18.980200,19.057899,19.057899,0
2019-07-19,18.954201,19.036329,18.940300,18.956699,18.956699,0
2019-07-22,19.012400,19.080271,18.991100,19.012600,19.012600,0
2019-07-23,19.040199,19.144550,19.037201,19.039200,19.039200,0
2019-07-24,19.168600,19.189951,19.069201,19.168400,19.168400,0
2019-07-25,19.070700,19.111601,18.958799,19.058399,19.058399,0
2019-07-26,19.012300,19.101810,18.974501,19.026199,19.026199,0
2019-07-29,19.017900,19.123449,19.004101,19.030960,19.030960,0
2019-07-30,19.061291,19.085951,19.008900,19.046700,19.046700,0
2019-07-31,19.055901,19.068399,18.969999,19.055401,19.055401,0
2019-08-01,19.135000,19.275400,19.135000,19.136499,19.136499,0
2019-08-02,19.209299,19.369390,19.181601,19.210300,19.210300,0
2019-08-05,19.328100,19.636940,19.312599,19.338430,19.338430,0
2019-08-06,19.684299,19.704330,19.519100,19.680300,19.680300,0
2019-08-07,19.596130,19.734850,19.518900,19.595869,19.595869,0
2019-08-08,19.653151,19.654650,19.476900,19.632299,19.632299,0
2019-08-09,19.425751,19.488800,19.380550,19.427650,19.427650,0
2019-08-12,19.425301,19.764139,19.403099,19.425600,19.425600,0
2019-08-13,19.569901,19.671690,19.404800,19.584499,19.584499,0
2019-08-14,19.378639,19.636049,19.358299,19.378740,19.378740,0
2019-08-15,19.649080,19.696421,19.572701,19.654659,19.654659,0
2019-08-16,19.608971,19.619579,19.515400,19.598600,19.598600,0
2019-08-19,19.622299,19.854950,19.594400,19.622299,19.622299,0
2019-08-20,19.873280,19.885349,19.714800,19.873100,19.873100,0
2019-08-21,19.748800,19.764400,19.646500,19.750500,19.750500,0
2019-08-22,19.684601,19.774700,19.658701,19.671900,19.671900,0
2019-08-23,19.810900,19.928070,19.747101,19.799700,19.799700,0
2019-08-26,20.002300,20.014299,19.799700,20.004299,20.004299,0
2019-08-27,19.935499,20.011049,19.876499,19.935900,19.935900,0
2019-08-28,19.984520,20.041809,19.937700,19.974001,19.974001,0
2019-08-29,20.146999,20.252430,20.041599,20.139400,20.139400,0
2019-08-30,20.121000,20.193100,20.040701,20.120800,20.120800,0
2019-09-02,20.094400,20.139601,20.026699,20.093800,20.093800,0
2019-09-03,20.114599,20.160700,19.973600,20.124451,20.124451,0
2019-09-04,19.957500,19.969900,19.746000,19.960699,19.960699,0
2019-09-05,19.703300,19.722561,19.604401,19.685699,19.685699,0
2019-09-06,19.706699,19.731550,19.514000,19.705700,19.705700,0
2019-09-09,19.528500,19.566799,19.467699,19.541140,19.541140,0
2019-09-10,19.568701,19.595650,19.487101,19.555500,19.555500,0
2019-09-11,19.503750,19.569000,19.460899,19.492001,19.492001,0
2019-09-12,19.498529,19.505100,19.400000,19.499399,19.499399,0
2019-09-13,19.417101,19.432751,19.337900,19.428499,19.428499,0
2019-09-16,19.398300,19.465570,19.390800,19.398100,19.398100,0
2019-09-17,19.435949,19.544800,19.402800,19.422400,19.422400,0
2019-09-18,19.352501,19.379700,19.315500,19.352800,19.352800,0
2019-09-19,19.410999,19.449450,19.314199,19.396700,19.396700,0
2019-09-20,19.442801,19.469721,19.385201,19.429199,19.429199,0
2019-09-23,19.418600,19.471300,19.378300,19.418900,19.418900,0
2019-09-24,19.476299,19.504200,19.393499,19.476000,19.476000,0
2019-09-25,19.447500,19.609640,19.430901,19.435699,19.435699,0
2019-09-26,19.566000,19.659950,19.515900,19.566999,19.566999,0
2019-09-27,19.645901,19.690310,19.588499,19.657030,19.657030,0
2019-09-30,19.692200,19.744499,19.662800,19.678699,19.678699,0
2019-10-01,19.732800,19.814329,19.715401,19.734819,19.734819,0
2019-10-02,19.815250,19.858351,19.740000,19.803801,19.803801,0
2019-10-03,19.799101,19.811951,19.682899,19.783701,19.783701,0
2019-10-04,19.640800,19.652550,19.490499,19.653049,19.653049,0
2019-10-07,19.519800,19.586020,19.509100,19.520800,19.520800,0
2019-10-08,19.569099,19.631100,19.497999,19.570900,19.570900,0
2019-10-09,19.612301,19.627100,19.521400,19.625200,19.625200,0
2019-10-10,19.594620,19.605000,19.438801,19.584900,19.584900,0
2019-10-11,19.434601,19.452250,19.285200,19.434700,19.434700,0
2019-10-14,19.318920,19.344801,19.249399,19.308100,19.308100,0
2019-10-15,19.257500,19.288799,19.209600,19.269350,19.269350,0
2019-10-16,19.230600,19.283800,19.172461,19.230650,19.230650,0
2019-10-17,19.210699,19.222389,19.118099,19.194901,19.194901,0
2019-10-18,19.194000,19.215200,19.121000,19.179800,19.179800,0
2019-10-21,19.128851,19.165150,19.089100,19.117701,19.117701,0
2019-10-22,19.119900,19.128620,19.066500,19.121799,19.121799,0
2019-10-23,19.142599,19.184349,19.093300,19.140690,19.140690,0
2019-10-24,19.116751,19.126600,19.055599,19.101601,19.101601,0
2019-10-25,19.129881,19.136061,19.037399,19.117901,19.117901,0
2019-10-28,19.054150,19.073500,19.006800,19.039301,19.039301,0
2019-10-29,19.108801,19.143320,19.062201,19.110201,19.110201,0
2019-10-30,19.113300,19.211349,19.079901,19.107201,19.107201,0
2019-10-31,19.090851,19.208651,19.056400,19.092920,19.092920,0
2019-11-01,19.235500,19.239000,19.057899,19.238800,19.238800,0
2019-11-04,19.087000,19.165159,19.033300,19.084999,19.084999,0
2019-11-05,19.168171,19.223200,19.086599,19.167900,19.167900,0
2019-11-06,19.180401,19.246401,19.163700,19.186800,19.186800,0
2019-11-07,19.157200,19.179251,19.075800,19.150700,19.150700,0
2019-11-08,19.133949,19.203199,19.068701,19.121599,19.121599,0
2019-11-11,19.105881,19.161949,19.070700,19.109501,19.109501,0
2019-11-12,19.123211,19.272400,19.098600,19.111500,19.111500,0
2019-11-13,19.300501,19.519550,19.290300,19.298700,19.298700,0
2019-11-14,19.354401,19.481501,19.349300,19.365219,19.365219,0
2019-11-15,19.312700,19.334299,19.176600,19.312700,19.312700,0
2019-11-18,19.198750,19.285959,19.170200,19.198799,19.198799,0
2019-11-19,19.317530,19.400000,19.232500,19.317190,19.317190,0
2019-11-20,19.347200,19.483391,19.336901,19.358540,19.358540,0
2019-11-21,19.484800,19.495541,19.363010,19.469700,19.469700,0
2019-11-22,19.387199,19.418301,19.333700,19.386850,19.386850,0
2019-11-25,19.357450,19.477400,19.300900,19.344999,19.344999,0
2019-11-26,19.431601,19.534161,19.398701,19.445150,19.445150,0
2019-11-27,19.519150,19.584999,19.452200,19.507299,19.507299,0
2019-11-28,19.550751,19.655849,19.529699,19.554649,19.554649,0
2019-11-29,19.479000,19.552799,19.417400,19.491449,19.491449,0
2019-12-02,19.536501,19.603849,19.511600,19.535950,19.535950,0
2019-12-03,19.573999,19.624149,19.517401,19.573999,19.573999,0
2019-12-04,19.540400,19.577999,19.450001,19.549500,19.549500,0
2019-12-05,19.431999,19.461800,19.340799,19.431101,19.431101,0
2019-12-06,19.360901,19.372101,19.294300,19.363001,19.363001,0
2019-12-09,19.253500,19.299250,19.204500,19.254749,19.254749,0
2019-12-10,19.230400,19.264601,19.186501,19.230000,19.230000,0
2019-12-11,19.261749,19.281099,19.145800,19.249901,19.249901,0
2019-12-12,19.115400,19.132000,19.038300,19.101299,19.101299,0
2019-12-13,18.983000,19.072350,18.979601,18.982000,18.982000,0
2019-12-16,19.034100,19.079531,18.942900,19.034201,19.034201,0
2019-12-17,18.936449,18.961000,18.890600,18.936190,18.936190,0
2019-12-18,18.916969,18.980900,18.900801,18.917549,18.917549,0
2019-12-19,18.985840,19.036501,18.927099,18.975500,18.975500,0
2019-12-20,18.923300,18.959101,18.879999,18.909000,18.909000,0
2019-12-23,18.938101,18.978510,18.910101,18.941299,18.941299,0
2019-12-24,18.939800,18.972349,18.914400,18.934500,18.934500,0
2019-12-25,18.961599,18.963900,18.958799,18.962700,18.962700,0
2019-12-26,18.965000,18.966591,18.907000,18.952101,18.952101,0
2019-12-27,18.938450,18.954149,18.800800,18.928499,18.928499,0
2019-12-30,18.830050,18.880600,18.787701,18.827900,18.827900,0
2019-12-31,18.931499,18.935101,18.829700,18.917700,18.917700,0
2020-01-01,18.917400,18.917801,18.917400,18.917400,18.917400,0
2020-01-02,18.905251,18.923429,18.842400,18.898800,18.898800,0
2020-01-03,18.830799,19.024549,18.816601,18.830299,18.830299,0
2020-01-06,18.945150,18.946400,18.786600,18.944759,18.944759,0
2020-01-07,18.843500,18.926081,18.790100,18.841450,18.841450,0
2020-01-08,18.968700,19.005430,18.755400,18.964199,18.964199,0
2020-01-09,18.826550,18.843519,18.748301,18.813999,18.813999,0
2020-01-10,18.846399,18.848249,18.743200,18.834801,18.834801,0
2020-01-13,18.799549,18.857599,18.740499,18.797621,18.797621,0
2020-01-14,18.790199,18.866100,18.774599,18.790100,18.790100,0
2020-01-15,18.794201,18.821421,18.753500,18.793800,18.793800,0
2020-01-16,18.796749,18.807850,18.768101,18.782700,18.782700,0
2020-01-17,18.777540,18.785669,18.711599,18.763000,18.763000,0
2020-01-20,18.656300,18.689381,18.630501,18.656300,18.656300,0
2020-01-21,18.653500,18.741650,18.647699,18.653700,18.653700,0
2020-01-22,18.768600,18.787451,18.652700,18.759399,18.759399,0
2020-01-23,18.687500,18.846630,18.673401,18.700411,18.700411,0
2020-01-24,18.755251,18.858721,18.713301,18.749201,18.749201,0
2020-01-27,18.863850,18.970579,18.823400,18.862499,18.862499,0
2020-01-28,18.882299,18.922110,18.775930,18.892000,18.892000,0
2020-01-29,18.722420,18.770840,18.664301,18.724051,18.724051,0
2020-01-30,18.695660,18.807060,18.679501,18.681900,18.681900,0
2020-01-31,18.794550,18.937149,18.737000,18.780800,18.780800,0
